sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
36505254,27811457,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effect of routine preoperative fasting on residual gastric volume and acid in patients undergoing myomectomy.,2022,2016.0,1.017241
36505254,31021880,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effect of pre-operative oral carbohydrate loading on recovery after day-case cholecystectomy: A randomised controlled trial.,2022,2019.0,1.015152
36505254,26268133,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"ORGANIC INFLAMMATORY RESPONSE TO REDUCED PREOPERATIVE FASTING TIME, WITH A CARBOHYDRATE AND PROTEIN ENRICHED SOLUTION; A RANDOMIZED TRIAL.",2022,2015.0,1.013889
36505254,29454501,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Postoperative inflammation and insulin resistance in relation to body composition, adiposity and carbohydrate treatment: A randomised controlled study.",2022,2019.0,1.013514
36505254,34016554,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"The influence of preoperative carbohydrate loading on postoperative outcomes in bariatric surgery patients: a randomized, controlled trial.",2022,2021.0,1.013514
36505254,22729296,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Clinical and metabolic results of fasting abbreviation with carbohydrates in coronary artery bypass graft surgery.,2022,2012.0,1.0125
36505254,31309323,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2022,2019.0,1.012346
36505254,23757474,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,2022,2013.0,1.009615
36505254,25364300,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2022,2014.0,1.009615
36505254,22747890,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Oral nutrition or water loading before hip replacement surgery; a randomized clinical trial.,2022,2012.0,1.009434
36505254,19363695,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2022,2009.0,1.009346
36505254,20622656,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Cellular mechanisms underlying the protective effects of preoperative feeding: a randomized study investigating muscle and liver glycogen content, mitochondrial function, gene and protein expression.",2022,2010.0,1.008621
36505254,10459075,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrates and postoperative insulin resistance.,2022,1999.0,1.005882
36505254,28582271,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2022,2018.0,1.005495
36505254,21668975,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effects of preoperative feeding with a whey protein plus carbohydrate drink on the acute phase response and insulin resistance. A randomized trial.,2022,2011.0,1.005495
36505254,11254464,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate treatment attenuates immediate postoperative insulin resistance.,2022,2001.0,1.004717
36505254,14760661,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Randomized clinical trial comparing an oral carbohydrate beverage with placebo before laparoscopic cholecystectomy.,2022,2004.0,1.004717
36505254,20205227,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2022,2010.0,1.004717
36505254,15681099,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2022,2005.0,1.002577
36505254,18477073,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate treatment before coronary artery bypass surgery.,2022,2008.0,1.0
36505254,24252674,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,[Effects of preoperative oral carbohydrate on postoperative insulin resistance in radical gastrectomy patients].,2022,2013.0,1.0
36505254,22450530,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Total hip arthroplasty and perioperative oral carbohydrate treatment: a randomised, double-blind, controlled trial.",2022,2012.0,1.0
36505254,23759267,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Shrinking preoperative fast time with maltodextrin and protein hydrolysate in gastrointestinal resections due to cancer.,2022,2013.0,1.0
36505254,30644785,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative Carbohydrate Loading in Gynecological Patients Undergoing Combined Spinal and Epidural Anesthesia.,2022,2020.0,1.0
36505254,15297112,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate treatment attenuates endogenous glucose release 3 days after surgery.,2022,2004.0,1.0
36505254,28437263,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Evaluation of preoperative oral carbohydrate administration on insulin resistance in off-pump coronary artery bypass patients: A randomised trial.,2022,2017.0,1.0
36505254,19594087,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effects of oral preoperative carbohydrate on early postoperative outcome after thyroidectomy.,2022,2009.0,1.0
36505254,28541810,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Effects of a Carbohydrate-, Glutamine-, and Antioxidant-Enriched Oral Nutrition Supplement on Major Surgery-Induced Insulin Resistance: A Randomized Pilot Study.",2022,2018.0,1.0
